link,title,price,address,owner,baths,postDate,furnished,pets,beds,sizeSF,sizeAC
http://www.kijiji.ca//v-commercial-office-space/guelph/downtown-guelph-space-for-lease/1143632762,Downtown Guelph Space for Lease,Please Contact,"23b Macdonell Street, Guelph N1H 2Z4 ON",Owner,,28-Feb-16,No,,,750,
http://www.kijiji.ca//v-house-for-sale/guelph/belwood-lake-cottage-for-sale/1117984468,Belwood Lake cottage for sale,"$349,900.00","9th street, Belwood, ON",Owner,1 bathroom,28-Feb-16,,,3 bedrooms,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/1br-close-to-downtown/1137323949,1BR close to Downtown,$975.00,"131 Raymond Street, Guelph, ON, N1H 3S6",Professional,1 bathroom,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-house-rental/guelph/new-3-bedroom-executive-suites-available-may-1/1141159996,New 3 bedroom Executive Suites  Available May 1,"$1,695.00","178 Elizabeth Street, Guelph, ON, N1E 2Z3",Professional,1.5 bathrooms,28-Feb-16,No,,3 bedrooms,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/regency-court-speedvale-2br/1119885934,Regency Court Speedvale 2BR,"$1,195.00","80 Speedvale Ave West, Guelph, ON, N1H 1K3",Professional,1 bathroom,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/nortwest-costco/1143646111,Nortwest/Costco,$600.00,"McCorkindale, Guelph  ON",,,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/urgent-one-roommate-wanted-in-shared-house/1143655908,"URGENT, ONE ROOMMATE WANTED IN SHARED HOUSE",$517.00,"82 Rodgers Rd, Guelph N1G4Z5 ON",,,28-Feb-16,Yes,Yes,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/390-all-included-summer-sublet/1143659635,$390 ALL INCLUDED SUMMER SUBLET,$390.00,"920 Edinburgh Road South, Guelph N1G5C6 ON",,,28-Feb-16,Yes,,,,
http://www.kijiji.ca//v-house-for-sale/guelph/house-for-sale-north-of-rockwood/1143664050,House for Sale North of Rockwood,Please Contact,"5669 4th Line, N0B 2K0, Rockwood, ON",Owner,1.5 bathrooms,28-Feb-16,,,3 bedrooms,1359,
http://www.kijiji.ca//v-room-rental-roommate/guelph/looking-for-1-female-housemate/1140027814,Looking for 1 female housemate,$500.00,"302 College Avenue West, Guelph N1G4T6 ON",,,28-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-house-rental/guelph/fergus-bungalow-on-quiet-cul-de-sac/1143683694,Fergus bungalow on quiet Cul-de-Sac,"$1,450.00",", Fergus N1M3S5 ON",Owner,2 bathrooms,28-Feb-16,No,,3 bedrooms,1200,
http://www.kijiji.ca//v-house-for-sale/guelph/new-development-single-family-homes-and-triplex/1143706979,NEW DEVELOPMENT - single-family homes and triplex,Please Contact,", Guelph  ON",Owner,2 bathrooms,28-Feb-16,,,5 bedrooms,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/basement-for-rent/1143715909,BASEMENT FOR RENT!,$900.00,"185 Northlake Dr, Waterloo, ON N2V 1B7, Canada",,,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/perfect-location-great-student-house/1143707586,"Perfect location, great student house!",$525.00,", Guelph, ON",,,28-Feb-16,No,,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/2-bedroom-apartment-wanted-for-july1st-2016/1143682170,Wanted: 2 bedroom apartment wanted for July1st 2016,Please Contact,",   ON",Owner,1 bathroom,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/looking-for-a-room-to-rent/1143686954,Wanted: Looking for a Room to Rent,$500.00,",   ON",,,28-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/2-bedroom-den-avail-may-1st-67-kingsbury-sq-southend/1143723063,2 BEDROOM + DEN Avail. May 1st @ 67 Kingsbury Sq. (Southend),"$1,380.00","67 Kingsbury Square, N1L 0L3, Guelph, ON",Owner,1 bathroom,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/very-spacious-master-bedroom-with-ensuite-female-preferred/1143580555,Very spacious master bedroom with ensuite - Female preferred,$630.00,", n1k1w7  ON",,,27-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/looking-for-one-female-roommate/1143592099,Looking for one female roommate,$480.00,Guelph,,,27-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/1-room-available-good-location-470-all-in/1143595976,"1 ROOM AVAILABLE- GOOD LOCATION, $470 all in",$470.00,"28 Sidney Crescent, Guelph N1G 4V3 ON",,,27-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-bachelor-studio-apartments-condos/guelph/urgently-needing-a-place-to-call-home/1143593901,Wanted: Urgently needing a place to call home,$700.00,", Gueph   ON",Owner,1 bathroom,27-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/roomate-wanted-asap/1130035018,"Roomate wanted ASAP.,",$530.00,"Guelph, ON N1E 2W1",,,27-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-real-estate-service/guelph/own-a-home-today-no-commission-no-fees/1129978467,Own a Home Today!!!  No Commission..No Fees,,"Guelph, ON",,,27-Feb-16,,,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/wanted:-1-bedroom-may-1st/1143600048,"Wanted: WANTED: 1 Bedroom, May 1st",$850.00,", Guelph  ON",Owner,1 bathroom,27-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/country-apt-near-fergus-and-belwood/1143600112,Wanted: Country Apt. near Fergus and Belwood,$875.00,"Belwood, ON N0B, Canada",Owner,1 bathroom,27-Feb-16,No,No,,,
http://www.kijiji.ca//v-short-term-rental/guelph/unique-rental-opportunity-for-professional-or-student/1143600348,Unique Rental Opportunity for Professional or Student,$650.00,guelph,Owner,1 bathroom,27-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/a-furnished-bedroom-for-female-student-or-professional-south-end/1143606043,A furnished bedroom-for female student or professional south end,$500.00,"Farley Dr, Guelph  ON",,,27-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-short-term-rental/guelph/1-room-available-good-location-470-all-in/1143595680,"1 ROOM AVAILABLE- GOOD LOCATION, $470 all in",$470.00,"28 Sidney Crescent, Guelph N1G 4V3 ON",Owner,1.5 bathrooms,28-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/students-and-visiting-faculty-of-university/1143614008,Students and visiting faculty of University,$550.00,"Bishop court, Guelph N1G2W4 ON",,,28-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/1br-sandstone-apartments-elora/1106958564,1BR Sandstone Apartments Elora,$970.00,"120-122 David Street East, Elora, ON, N0B 1S0",Professional,1 bathroom,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-bachelor-studio-apartments-condos/guelph/eiwo-canadian-management-ltd-2-bedroom-unit-for-rent/1136459425,EIWO Canadian Management Ltd. - 2 BEDROOM UNIT FOR RENT,"$1,065.00","671 Woolwich Street, Guelph, ON, N1H 3Y9",Professional,2 bathrooms,28-Feb-16,No,,,,
http://www.kijiji.ca//v-bachelor-studio-apartments-condos/guelph/eiwo-canadian-management-ltd-bachelor-unit-for-rent/1136459422,EIWO Canadian Management Ltd.-BACHELOR UNIT FOR RENT,$749.00,"186 Edinburgh Road, Guelph, ON, N1G 2H9",Professional,1 bathroom,28-Feb-16,No,,,,
http://www.kijiji.ca//v-condo-for-sale/guelph/beautiful-2-bedroom-1080-sf-condo-fully-renovated/1143622222,Beautiful 2 bedroom (1080 sf) condo fully renovated...,"$177,500.00","10 Ajax St., N1H 7N6, Guelph, ON",Owner,1 bathroom,28-Feb-16,,,2 bedrooms and den,,
http://www.kijiji.ca//v-house-for-sale/guelph/private-country-home-with-acreage-in-grand-valley-on/1129918822,"Private Country Home with Acreage in Grand Valley, ON","$574,900.00","13125 E West Luther Townline, Grand Valley, ON L0N 1G0",Professional,2 bathrooms,28-Feb-16,,,3 bedrooms,2000,
http://www.kijiji.ca//v-house-rental/guelph/single-house-for-rent/1143629730,Single House for Rent,Please Contact,"28 Bowen Drive, Guelph N1E0C9 ON",Owner,2.5 bathrooms,28-Feb-16,No,No,4 bedrooms,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/room-for-rent-in-cozy-student-house-380/1143771124,Room for Rent in Cozy Student House $380,$380.00,"McCurdy, GUELPH N1G4Z9 ON",,,28-Feb-16,Yes,,,,
http://www.kijiji.ca//v-house-rental/guelph/3-bedroom-with-garage-air-conditioning-utilites-included/1143629462,"3 Bedroom with garage, air conditioning, ***utilites included","$1,600.00",", Clythe Creek, Guelph  ON",Owner,2 bathrooms,28-Feb-16,No,,3 bedrooms,,
http://www.kijiji.ca//v-commercial-office-space/guelph/do-it-yourself-automotive-workshop-for-rent/1143773853,DO IT YOURSELF AUTOMOTIVE WORKSHOP FOR RENT,$25.00,"173541 County Road 25, Grand Valley L9W 0L7 ON",Owner,,28-Feb-16,Yes,,,,
http://www.kijiji.ca//v-3-bedroom-apartments-condos/guelph/3-bedroom-basement-w-separate-entrance-steps-to-campus/1143775132,"3 Bedroom Basement w/ Separate Entrance, Steps to Campus!",$550.00,"8  Mutual Street, Guelph  ON",Owner,1 bathroom,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/urgent-looking-for-1-roommate/1143780527,Wanted: Urgent-Looking For 1 Roommate,$470.00,"28 Sidney Crescent, Guelph N1G 4V3 ON",,,28-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/grange-area-student-housing/1143779493,*GRANGE AREA* Student housing,$500.00,"31 schroder, guelph  ON",,,28-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/student-room-available/1143776253,Student Room Available,$500.00,"15 Carere Cresent, Guelph  ON",,,28-Feb-16,No,,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/medium-size-bedroom-in-quiet-house/1143784880,Medium size bedroom in quiet house,$500.00,", Guelph N1K1T7 ON",Owner,1 bathroom,28-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/apartment-available-230-chancellors-way/1143781096,Apartment available- 230 Chancellors way,$550.00,"230 Chancellors Way, Guelph, ON N1G 5L1, Canada",,,28-Feb-16,Yes,,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/gorgeous-private-1-bdrm-walkout-great-location-may-1/1143787533,"GORGEOUS, PRIVATE, 1 BDRM WALKOUT, GREAT LOCATION - MAY 1",$785.00,"132 Waterloo Ave, Guelph, ON",Owner,1 bathroom,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/1-bedroom-in-4-bedroom-townhouse/1143790453,1 bedroom in 4 bedroom townhouse,$475.00,"Waterford, Guelph N1L0H3 ON",,,28-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/2-rooms-in-shared-house/1143787825,2 rooms in shared house,$425.00,"5 Chartwell Crescent, Guelph, ON N1G 2T8, Canada",,,28-Feb-16,Yes,,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/luxurious-guelph-sound-end-condo/1143790503,Luxurious Guelph Sound End Condo,"$1,550.00",", Guelph  ON",Owner,1 bathroom,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/lower-floor-of-a-detached-1100-sq-ft-raised-bungalow/1143794584,Lower floor of a detached 1100 sq.ft. raised bungalow,"$1,250.00",", guelph N1E6L8 ON",Owner,1 bathroom,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-3-bedroom-apartments-condos/guelph/3-bedroom-apartment/1143794626,3 bedroom apartment,"$1,450.00","Balsam Dr, Guelph, ON N1E, Canada",Owner,1 bathroom,28-Feb-16,No,,,,
http://www.kijiji.ca//v-house-rental/guelph/3-bedroom-upper-floor-in-bungalow/1143795429,3 bedroom upper floor in bungalow,"$1,450.00","Balsam Dr, Guelph, ON N1E, Canada",Owner,1 bathroom,28-Feb-16,No,,3 bedrooms,1100,
http://www.kijiji.ca//v-3-bedroom-apartments-condos/guelph/3-bedroom-apartment/1143796626,3 bedroom apartment,"$1,450.00","Balsam Dr, Guelph, ON N1E, Canada",Owner,1 bathroom,28-Feb-16,No,,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/look-to-move-in-may-1st/1143796622,Wanted: Look to move in May 1st,Please Contact,guelph,Owner,1 bathroom,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-short-term-rental/guelph/shared-space-near-downtown/1143799654,Shared Space near downtown,$675.00,"37  London Road West, GUELPH N1H2B4 ON",Professional,1 bathroom,28-Feb-16,No,No,1 bedroom and den,,
http://www.kijiji.ca//v-house-rental/guelph/stunning-pet-friendly-bunglow-on-quiet-family-friendly-street/1143803241,Stunning Pet Friendly Bunglow on Quiet Family Friendly Street,"$2,100.00","Eleanore Court, Guelph  ON",Owner,2 bathrooms,28-Feb-16,No,Yes,4 bedrooms,,
http://www.kijiji.ca//v-house-rental/guelph/single-detached-house/1143808914,Single Detached House,"$1,620.00","Brierdale Dr, Kitchener, ON",Owner,1.5 bathrooms,28-Feb-16,No,Yes,3 bedrooms,1600,
http://www.kijiji.ca//v-room-rental-roommate/guelph/1-roommate-wanted/1143811716,Wanted: 1 roommate wanted,Please Contact,", Guelph   ON",,,28-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-house-rental/guelph/bright-and-open-3-bedroom-bungalow-semi-waverley-area/1143810894,"Bright and Open 3 bedroom bungalow semi, Waverley area","$1,500.00",",   ON",Owner,1 bathroom,28-Feb-16,No,Yes,3 bedrooms,980,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/iso-one-bedroom-for-may-1st/1143809059,Wanted: ISO one bedroom for May 1st,Please Contact,",   ON",Owner,1 bathroom,28-Feb-16,No,Yes,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/new-2-bedroom-executive-suites-available-may-1/1141159997,New 2 bedroom Executive Suites  Available May 1,"$1,560.00","178 Elizabeth Street, Guelph, ON, N1E 2Z3",Professional,1 bathroom,27-Feb-16,No,,,,
http://www.kijiji.ca//v-3-bedroom-apartments-condos/guelph/brand-new-never-lived-in-three-bedroom-townhome/1143816237,"Brand New Never Lived in, Three Bedroom Townhome!","$1,800.00","165 McCann Street, Guelph N1G 0C5 ON",Owner,2.5 bathrooms,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-house-rental/guelph/brand-new-never-lived-in-three-bedroom-townhome/1143816544,"Brand New Never Lived in, Three Bedroom Townhome!","$1,800.00","165 McCann Street, Guelph N1G 0C5 ON",Owner,2.5 bathrooms,28-Feb-16,No,No,3 bedrooms,1655,
http://www.kijiji.ca//v-house-rental/guelph/moving-dont-get-ripped-off-with-the-big-guys-call-the-new-guys/1143815703,Wanted: moving? Don't get ripped off with the big guys call the new guys,"$1,000.00",", Guelph  ON",Owner,1 bathroom,28-Feb-16,No,Yes,6 or more bedrooms,2400,
http://www.kijiji.ca//v-house-rental/guelph/5-br-4-bath-house-available-for-students-may-1-16/1143823541,"5 BR, 4 Bath House available for Students May 1/16",$500.00,"Rickson Ave, Guelph  ON",Owner,4 bathrooms,28-Feb-16,No,,5 bedrooms,1500,
http://www.kijiji.ca//v-room-rental-roommate/guelph/female-shared-in-the-townhouse/1128884122,Female Shared in the Townhouse,$475.00,"Scottsdale Dr, Guelph, ON N1G",,,28-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/room-for-rent-april-1st/1143826951,Room for rent April 1st,$450.00,"626 First Street, N5V 2A2, London, ON",Owner,2 bathrooms,28-Feb-16,No,No,,,
http://www.kijiji.ca//v-house-for-sale/guelph/open-house-saturday-2:00-4:00/1143829398,OPEN HOUSE SATURDAY 2:00 - 4:00,"$569,000.00","51 Division St, Guelph, ON N1H 1R1, Canada",Professional,1 bathroom,28-Feb-16,,,4 bedrooms,1720,
http://www.kijiji.ca//v-house-for-sale/guelph/retirement-resort-year-round-modular-community/1102658388,Retirement Resort - Year round Modular Community,"$144,800.00","316489 31st Line #964, Embro, ON N0J 1J0",Owner,1 bathroom,28-Feb-16,,,2 bedrooms,1200,
http://www.kijiji.ca//v-commercial-office-space/guelph/prefect-small-office-space-for-consultant-or-professional/1129793496,Prefect small office space for consultant or professional,$420.00,"400 Tower Street South, N1M 2P7, Fergus, ON",Owner,,28-Feb-16,No,,,100,
http://www.kijiji.ca//v-house-for-sale/guelph/open-house-saturday-2:00-4:00/1143833123,OPEN HOUSE SATURDAY  2:00 - 4:00,"$424,900.00","46 Division St, Guelph, ON N1H 1R2, Canada",Professional,1.5 bathrooms,28-Feb-16,,,3 bedrooms,1200,
http://www.kijiji.ca//v-house-rental/guelph/clean-spacious-and-updated-close-to-all-amenities/1137438097,CLEAN SPACIOUS AND UPDATED.  CLOSE TO ALL AMENITIES!,$450.00,"Guelph, ON N1G 3P8, Canada",Owner,2.5 bathrooms,28-Feb-16,No,No,4 bedrooms,,
http://www.kijiji.ca//v-house-for-sale/guelph/huge-lot-in-sought-after-kortright-west-neighborhood/1143829073,Huge lot in sought after Kortright West neighborhood!!,"$479,999.00","10 Youngman Street, Guelph  ON",Owner,4 bathrooms,28-Feb-16,,,3 bedrooms,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/great-university-location/1143836508,Great University Location,"$1,050.00",", Guelph  ON",Owner,1 bathroom,28-Feb-16,No,,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/two-bedroom-near-university/1143838685,"Two Bedroom, Near University","$1,200.00",", Guelph  ON",Owner,1 bathroom,28-Feb-16,No,,,,
http://www.kijiji.ca//v-short-term-rental/guelph/1-furnished-bedroom-summer-may1-aug31-sublet-in-guelph-430-m/1143795419,1 furnished bedroom summer (May1-Aug31) sublet in Guelph $430/m,$430.00,"40  Fairview Blvd, Guelph  ON",Owner,1 bathroom,29-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-short-term-rental/guelph/beautiful-home-available-for-summer-sublet/1143802047,Beautiful home available for summer sublet!,$550.00,"9 Truesdale Cres, Guelph N1G 5K2 ON",Owner,4 bathrooms,29-Feb-16,Yes,No,2 bedrooms,,
http://www.kijiji.ca//v-short-term-rental/guelph/beautiful-house-in-downtown-guelph/1143862547,Beautiful house in Downtown Guelph,"$1,500.00",", Guelph N1E 4W7 ON",Owner,2 bathrooms,29-Feb-16,Yes,No,3 bedrooms,,
http://www.kijiji.ca//v-real-estate-service/guelph/private-money-lenders-can-make-up-to-15-in-10-days-on-multiple/1143864589,Wanted: Private money lenders can make up to 15% in 10 days! on multiple,,Guelph,,,29-Feb-16,,,,,
http://www.kijiji.ca//v-short-term-rental/guelph/professional-student-looking-for-sublet/1143810849,Wanted: Professional student looking for sublet ,Please Contact,Kingston,Professional,1 bathroom,28-Feb-16,No,Yes,1 bedroom,,
http://www.kijiji.ca//v-house-for-sale/guelph/9526-first-line-nassagaweya/1099544042,9526 FIRST LINE NASSAGAWEYA,"$1,399,000.00","9526 FIRST LINE NASSAGAWEYA, Moffat, Ontario, L0P 1J0",Professional,3 bathrooms,29-Feb-16,,,5 bedrooms,,
http://www.kijiji.ca//v-real-estate-service/guelph/attention-priavte-money-lenders-make-50-in-three-months/1143864614,Wanted: ATTENTION PRIAVTE MONEY LENDERS MAKE 50% IN THREE MONTHS!,,Guelph,,,29-Feb-16,,,,,
http://www.kijiji.ca//v-real-estate-service/guelph/private-money-lender-joint-venture-partner-needed/1143864629,Wanted: Private money Lender / Joint venture partner needed,,Guelph,,,29-Feb-16,,,,,
http://www.kijiji.ca//v-real-estate-service/guelph/private-money-lenders-to-make-50/1143864646,Wanted: Private Money Lenders to Make 50%,,Guelph,,,29-Feb-16,,,,,
http://www.kijiji.ca//v-real-estate-service/guelph/home-real-estate-appraisal/1143867294,Wanted: Home Real Estate Appraisal,,N1G,,,29-Feb-16,,,,,
http://www.kijiji.ca//v-real-estate-service/guelph/chance-for-private-money-lender-or-jv-partner-to-make-12-50/1143864672,Wanted: Chance for Private Money Lender or JV partner to make 12% - 50%,,Guelph,,,29-Feb-16,,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/uog-student-rental-3-rooms-545-all-inclusive/1143877750,UoG STUDENT RENTAL - 3 ROOMS - $545 ALL-INCLUSIVE,$545.00,", N1G2Z8, Guelph,N1G2Z8, ON",,,29-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-real-estate-service/guelph/red-ivy-home-inspections-wellington-guelph-fergus/1143877881,"Red Ivy Home Inspections - Wellington, Guelph, Fergus,",,"Eramosa, Wellington, ON",,,29-Feb-16,,,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/1-room-available-in-3-room-apartment-500-month-all-inclusive/1143876369,1 room available in 3 room apartment $500/month all inclusive,$500.00,"118 Vaughan Street, Guelph N1G 0B1 ON",,,29-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-house-rental/guelph/uog-student-rental-545-all-inclusive/1143877988,UoG STUDENT RENTAL - $545 ALL-INCLUSIVE,$545.00,", Guelph, N1G2Z8, ON",Professional,1.5 bathrooms,29-Feb-16,Yes,No,3 bedrooms,1300,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/pioneer-apartments/1137323943,Pioneer Apartments,"$1,195.00","240 Waterloo Avenue, Guelph, ON, N1H 3J5",Professional,1 bathroom,29-Feb-16,No,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/wellington-court-apartments-fergus/1113947957,Wellington Court Apartments Fergus,$975.00,"455-475 Maiden Lane, Fergus, ON, N1M 2S5",Professional,1 bathroom,29-Feb-16,No,No,,,
http://www.kijiji.ca//v-short-term-rental/guelph/furnished-room/1130319285,furnished room,$465.00,"Guelph, ON",Owner,1 bathroom,29-Feb-16,Yes,No,1 bedroom,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/one-room-available/1143885488,One Room Available,$450.00,"167 Arkell, Guelph N1l 1E5 ON",,,29-Feb-16,No,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/looking-for-a-roommate/1143885021,LOOKING FOR A ROOMMATE,$550.00,"95 southvale rd, st marys n4x1a4 ON",,,29-Feb-16,Yes,,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/urgent-looking-for-female-roommate-for-1-bedroom-in-2-bdrm-apt/1143883098,URGENT | Looking for Female Roommate for 1 Bedroom in 2 BDRM APT,$635.00,", Guelph N1H 3Y6 ON",Owner,1 bathroom,29-Feb-16,No,No,,,
http://www.kijiji.ca//v-3-bedroom-apartments-condos/guelph/gorgeous-condo-for-students/1143886190,gorgeous condo for students,"$1,485.00","1291 Gordon Street, Guelph Street ON",Owner,3 bathrooms,29-Feb-16,No,No,,,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/large-bright-one-bedroom-apartment-in-historic-limestone-cottage/1143888526,LARGE BRIGHT ONE BEDROOM APARTMENT IN HISTORIC LIMESTONE COTTAGE,$875.00,"146 waterloo ave, GUELPH N1H 3J1 ON",Owner,1 bathroom,29-Feb-16,No,,,,
http://www.kijiji.ca//v-house-rental/guelph/affordable-5-bedroom-student-home/1143889203,Affordable 5 Bedroom Student Home,$410.00,", Guelph  ON",Owner,2 bathrooms,29-Feb-16,No,,5 bedrooms,,
http://www.kijiji.ca//v-real-estate-service/guelph/private-mortgages:-fast-and-simple:-3-5-business-days/1130196639,PRIVATE MORTGAGES: FAST AND SIMPLE: 3-5 BUSINESS DAYS,,"Guelph, ON",,,29-Feb-16,,,,,
http://www.kijiji.ca//v-house-for-sale/guelph/house-in-guelphs-west-end-also-cooperating-with-realtors/1143896294,House in Guelph's West End (also cooperating with realtors),"$409,000.00","247 W Acres Dr, Guelph, ON N1H 7N9, Canada",Owner,2.5 bathrooms,29-Feb-16,,,4 bedrooms,1522,
http://www.kijiji.ca//v-room-rental-roommate/guelph/furnished-room-for-rent/1143895114,furnished room for rent,$495.00,"26 edinburgh edinburgh rd south, guelph n1l1m3 ON",,,29-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-house-for-sale/guelph/great-location-potential-in-law-suite/1143896345,"Great location,  potential in-law suite","$359,000.00","985 Buffalo Road, L2A 5H3, Fort Erie, ON",Professional,3.5 bathrooms,29-Feb-16,,,4 bedrooms,2400,
http://www.kijiji.ca//v-house-rental/guelph/spacious-3-bedroom-townhouse-w-lg-garage-lg-fenced-back-yard/1124210313,"SPACIOUS 3 BEDROOM TOWNHOUSE W/ LG GARAGE, LG FENCED BACK YARD","$1,550.00","59 Hasler Cr, Guelph, ON",Professional,2.5 bathrooms,29-Feb-16,No,No,3 bedrooms,,
http://www.kijiji.ca//v-house-rental/guelph/three-bedroom-house-with-garage-in-duplex/1138808925,THREE BEDROOM HOUSE WITH GARAGE IN DUPLEX,"$1,080.00","113 Stevenson St South, Guelph, ON",Professional,1 bathroom,29-Feb-16,No,No,3 bedrooms,,
http://www.kijiji.ca//v-house-rental/guelph/spacious-bright-walk-out-basement-apartment-in-south-end/1143898667,"Spacious, Bright, Walk out Basement Apartment in South End",$950.00,"72 Munroe, Guelph  ON",Owner,1 bathroom,29-Feb-16,No,No,1 bedroom,1000,
http://www.kijiji.ca//v-1-bedroom-apartments-condos/guelph/furnished-1-bedroom-apartment-available-may-1st/1143899718,Furnished 1 Bedroom Apartment Available May 1st,$800.00,"26 Edinburgh Rd., Guelph N1H5N9 ON",Owner,1 bathroom,29-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-room-rental-roommate/guelph/well-kept-great-location-close-to-a-bus-stop/1143907488,"Well-Kept, Great Location, Close to a Bus Stop",$475.00,"597 College Ave, Guelph  ON",,,29-Feb-16,Yes,No,,,
http://www.kijiji.ca//v-house-for-sale/guelph/95-acre-farm-lots-of-potential/1143915915,95 Acre Farm - Lots of potential!!!,"$650,000.00","4932 Morningstar Road, L2E 6S6, Niagara Falls, ON",Professional,1 bathroom,29-Feb-16,,,3 bedrooms,2000,
http://www.kijiji.ca//v-short-term-rental/guelph/beautiful-1-bedroom-available-for-summer-may-1-aug-31-2016/1143901859,"Beautiful 1 Bedroom Available for Summer May 1- Aug 31, 2016",$525.00,"36 McCrae Boulevard , Guelph N1G 2C1 ON",Owner,1 bathroom,29-Feb-16,No,Yes,1 bedroom,,
http://www.kijiji.ca//v-house-rental/guelph/3-bedroom-main-floor-pet-friendly-1600-inclusive/1143916819,3 Bedroom Main Floor - PET FRIENDLY- $1600 Inclusive!,"$1,600.00","Waverly Drive, Guelph  ON",Owner,1 bathroom,29-Feb-16,No,Yes,3 bedrooms,,
http://www.kijiji.ca//v-house-rental/guelph/clean-well-kept-townhouse-walking-distance-to-major-amenities/1143918238,"Clean, Well Kept Townhouse Walking Distance to Major Amenities","$1,800.00","73 Roehampton, Guelph  ON",Owner,2.5 bathrooms,29-Feb-16,No,Yes,4 bedrooms,1300,
http://www.kijiji.ca//v-room-rental-roommate/guelph/student-rental-guelph-university-conestoga-college-students/1143918712,STUDENT RENTAL - Guelph University & Conestoga College Students,$500.00,"Dufferin St, N1H 4B4, Guelph, ON",,,29-Feb-16,No,No,,,
http://www.kijiji.ca//v-2-bedroom-apartments-condos/guelph/a-step-above-the-rest-beautiful-fully-furnished-short-term/1143918982,"A Step above the rest.Beautiful fully furnished, short term","$2,100.00","160 Macdonell, Guelph N1G 4M6 ON",Owner,2 bathrooms,29-Feb-16,Yes,Yes,,,
